"id","province","city","address","longitude","latitude","price","buildingTypeId","tradeTypeId","listingDate","daysOnMarket","bedrooms"
"415615","Ontario","Scarborough","2004-1470 Midland Ave","-79.2658163","43.7524146","449000.00","1","1","9/6/2018","27","2"
"415662","New Brunswick","Bathurst","105 Bayshore Drive","-65.616417","47.652058","194000.00","3","1","16/6/2018","34","2 + 0"
"415700","Ontario","North York","47 Blue Springs Rd","-79.4904912","43.7188868","889000.00","3","1","22/6/2018","28","3 + 1"
"416175","Ontario","Kitchener","202-195 Commonwealth Street","-80.503203","43.403768","421900.00","1","1","16/6/2018","5","2"
"416238","Ontario","Toronto","3315-70 Queens Wharf Rd","-79.3994533","43.6385237","2415.00","1","2","13/6/2018","13","1 + 1"
"416238","Ontario","Toronto","3315-70 Queens Wharf Rd","-79.3994533","43.6385237","2415.00","1","2","13/6/2018","13","3 + 0"
"416358","Alberta","Edmonton","9247 Ottewell Rd Nw","-113.4328278","53.5286418","549900.00","3","1","10/6/2018","16","4"
"416726","Ontario","Brampton","1 Cool Water Dr","-79.76379","43.7555052","969900.00","3","1","5/6/2018","48","4 + 2"
"416900","Ontario","Pickering","Bsmt-220 Twyn Rivers Dr","-79.1409004","43.8171402","2000.00","3","2","8/6/2018","32","2"
"417012","Ontario","Innisfil","1245 Coleman Crt","-79.5628682","44.3120391","437900.00","6","1","28/6/2018","9","3"
"417056","Ontario","Binbrook","51 Fairgrounds Drive","-79.81095","43.127518","524990.00","3","1","14/6/2018","23","3"
"417206","Ontario","Toronto","173 Emerson Ave","-79.4427831","43.6644199","998900.00","3","1","14/6/2018","8","4"
"417511","Ontario","Welland","141 Lametti Dr","-79.225686","42.9899445","579000.00","3","1","3/6/2018","33","4"
"417563","Ontario","Oakville","54-295 Royalton Common","-79.7082044","43.4788278","839900.00","6","1","23/6/2018","17","3"
"417836","Ontario","Oakville","303-216 Oak Park Blvd","-79.7161931","43.4817293","389900.00","1","1","20/6/2018","14","1"
"417915","Ontario","North York","1003-26 Norton Ave","-79.412831","43.7726571","725000.00","1","1","9/6/2018","5","2"
"418035","Alberta","Calgary","204 Aspen Stone Bv Sw","-114.216808","51.039047","429900.00","6","1","5/6/2018","12","2 + 0"
"418224","Ontario","St Thomas","14 Acorn Trail","-81.1537","42.759922","465000.00","3","1","7/6/2018","21","4 + 1"
"418236","Prince Edward Island","Charlottetown","82, 82a, 84 Sydney Street","-63.1274","46.2326","499000.00","13","1","12/6/2018","35",
"418347","Ontario","Toronto","510-225 Sackville St","-79.3627273","43.6598236","499900.00","1","1","22/6/2018","6","2"
"418711","Ontario","Etobicoke","2303-2240 Lake Shore Blvd W","-79.4833203","43.6210637","439900.00","1","1","13/6/2018","25","1"
"418755","Ontario","Etobicoke","314-10 Park Lawn Rd","-79.4836951","43.6232891","2400.00","1","2","30/6/2018","6","2"
"418807","Ontario","Windsor","737 Rodfam Court","-83.003582","42.243114","309900.00","19","1","7/6/2018","6","2 + 1"
"418881","Ontario","Toronto","2303-101 Peter St","-79.3927022","43.6475126","2280.00","1","2","9/6/2018","31","1 + 1"
"418882","Saskatchewan","Saskatoon","155 Pickard By","-106.564587","52.155798","494900.00","3","1","15/6/2018","22","5"
"419346","Ontario","North York","117-99 The Donway Way","-79.3467757","43.7338891","2100.00","1","2","11/6/2018","10","1"
"419642","Ontario","Etobicoke","612-40 Panorama Crt","-79.5799221","43.7477413","219900.00","1","1","5/6/2018","21","3"
"419693","Alberta","Calgary","73 Evansbrooke Wy Nw","-114.121222","51.164227","524900.00","3","1","1/6/2018","21","3 + 1"
"420095","Ontario","Oro-Medonte","954 3 Line S","-79.5675044","44.419087","899900.00","3","1","5/6/2018","23","3 + 1"
"420140","Alberta","Drumheller","231 13 Street Nw","-112.741992","51.468768","438800.00","3","1","5/6/2018","25","4"
"420210","Ontario","Tottenham","11 Stych St","-79.803502","44.0124513","675000.00","3","1","13/6/2018","23","3"
"420251","Alberta","Edmonton","15116 22 St Nw","-113.3738448","53.6138556","249500.00","12","1","10/6/2018","24","3"
"420270","Ontario","Whitby","502-340 Watson St","-78.9382386","43.8597261","495000.00","1","1","1/6/2018","32","2"
"420527","Ontario","Angus","451 Greenwood Drive","-79.855818","44.31289","599000.00","3","1","12/6/2018","22","4"
"420592","Ontario","Mississauga","6092 Windfleet Crescent","-79.705472","43.604796","699900.00","6","1","15/6/2018","8","3"
"421129","Ontario","Oakville","5-3045 Gladeside Ave","-79.7450196","43.4680954","678900.00","6","1","1/6/2018","10","3"
"421443","Ontario","Ajax","240 Ravenscroft Rd","-79.051926","43.871704","649900.00","3","1","7/6/2018","13","4"
"422091","Alberta","Grande Prairie","12006 105a St Street","-118.8111982","55.1889605","339900.00","19","1","2/6/2018","26","4"
"422256","Saskatchewan","Saskatoon","247 Childers Cv","-106.753806","52.134343","389900.00","3","1","14/6/2018","34","3"
"422287","Ontario","Nepean","362 Berrigan Drive","-75.731289","45.281306","374900.00","6","1","5/6/2018","15","3 + 0"
"422330","Ontario","Arnprior","5 Hill Road","-76.365113","45.446144","139900.00","3","1","13/6/2018","8","2 + 0"
"423377","Ontario","Ottawa","224 Lyon Street Unit515","-75.70282","45.41589","1460.00","1","2","7/6/2018","18","1 + 0"
"423876","Alberta","Cochrane","74196 Forestry Trunk Rd","-114.945447","51.297248","2450000.00","3","1","9/6/2018","21","2 + 1"
"424579","Ontario","Mississauga","35-1180 Walden Circ","-79.6310713","43.5147097","2800.00","6","2","19/6/2018","10","3 + 1"
"424936","Ontario","St Catharines","41 Cumming Street","-79.249182","43.141717","225000.00","3","1","20/6/2018","24","3"
"425315","Ontario","North York","636-770 Lawrence Ave W","-79.4523692","43.7152182","395000.00","1","1","22/6/2018","2","1 + 1"
"425555","Ontario","London","438 Beachwood Avenue","-81.275193","42.960492","274900.00","3","1","22/6/2018","6","3"
"425802","Ontario","Hamilton","487 Dunsmure Rd","-79.8178019","43.2442628","349900.00","3","1","29/6/2018","9","3"
"426064","Quebec","Boisbriand","788 Rue De Charlevoix","-73.840618","45.610123","224900.00","3","1","5/6/2018","8","4"
"426138","Quebec","Montréal","608-630 Rue William","-73.556346","45.499089","1200.00","1","2","5/6/2018","11","1"
"426285","Ontario","Windsor","595 Maple","-83.087124","42.231935","249900.00","19","1","1/6/2018","5","3 + 0"
"427035","Ontario","Brampton","7 Cloudburst Rd","-79.839585","43.6755626","2350.00","6","2","18/6/2018","9","4"
"427051","Ontario","Scarborough","2618-135 Village Green Sq","-79.2807394266129","43.7773412793379","399000.00","1","1","12/6/2018","13","2"
"427098","Ontario","St Agatha","1807 Notre Dame Drive","-80.62698","43.433852","439900.00","3","1","19/6/2018","12","3"
"427372","New Brunswick","Petit-Rocher-Sud","1203 Route 134","-65.632505","47.61148","415000.00","3","1","14/6/2018","29","3 + 0"
"427645","Quebec","Blue Sea","88 Mtée Des Pins","-76.093453","46.160604","189900.00","3","1","14/6/2018","21","3"
"427965","British Columbia","Vancouver","Ph4 251 E 7th Avenue","-123.0996932","49.2647397","1749786.00","1","1","7/6/2018","22","2"
"428172","Quebec","Saint-Philippe","530 Rue Marthe","-73.49216934","45.36518795","263900.00","3","1","4/6/2018","11","3"
"428472","Ontario","Innisfil","2225 Merrett St","-79.5374778","44.3224009","350000.00","3","1","12/6/2018","37","3"
"428889","Ontario","Brampton","117-25 Via Rosedale","-79.7767402","43.7443576","359900.00","1","1","9/6/2018","11","1"
"429102","Ontario","Windsor","6041 North Woodmont","-83.068909","42.245879","219900.00","19","1","19/6/2018","12","2 + 0"
"429365","Ontario","Hamilton","19 8th Conc Road E","-79.988041","43.366716","624900.00","3","1","26/6/2018","23","3"
"429702","Quebec","Gatineau","131 Rue De L'Épée","-75.70325507","45.50090783","279888.00","3","1","13/6/2018","1","3"
"429979","Ontario","North York","122-36 Venetian Cres","-79.5141687","43.7538346","399000.00","6","1","5/6/2018","30","3 + 1"
"430845","Manitoba","Winnipeg","438 Queenston St","-97.187095","49.865294","389900.00","3","1","21/6/2018","9","3"
"431303","Ontario","Hamilton","1 81 Francis Street","-79.844939","43.26495","1200.00","3","2","10/6/2018","11","1"
"431530","Ontario","Toronto","3215-70 Temperance St","-79.3821132","43.6505326","2800.00","1","2","11/6/2018","4","2"
"431753","Ontario","Scarborough","616-38 Lee Centre Dr","-79.2465755","43.7817949","1750.00","1","2","7/6/2018","36","1 + 1"
"431900","Ontario","North York","12 Arthur Griffith Dr","-79.5098647","43.7451887","699900.00","3","1","7/6/2018","8","3"
"431986","Ontario","Georgetown","36 Harding Street","-79.911269","43.652876","599000.00","6","1","1/6/2018","1","3"
"432224","Quebec","Montréal","4309-5150 Rue Buchan","-73.65096566","45.49800423","405000.00","1","1","2/6/2018","42","2"
"432611","Ontario","North York","29 Charnwood Rd","-79.3563569","43.7454526","2488000.00","3","1","5/6/2018","8","4 + 1"
"432611","Ontario","North York","29 Charnwood Rd","-79.3563569","43.7454526","2488000.00","3","1","5/6/2018","8","2 + 0"
"432838","Ontario","Scarborough","414-121 Ling Rd","-79.1819232","43.7683227","1850.00","1","2","18/6/2018","17","2"
"433197","Ontario","Scarborough","3 Orleans Dr","-79.1606022","43.7950232","749000.00","3","1","3/6/2018","7","3"
"433481","Ontario","Oshawa","1195 Wecker Dr","-78.8489033","43.8664127","459900.00","3","1","6/6/2018","13","3 + 1"
"433833","Ontario","Toronto","418-65 Scadding Ave","-79.3652157","43.6489817","2500.00","1","2","4/6/2018","5","3 + 1"
"433833","Ontario","Toronto","418-65 Scadding Ave","-79.3652157","43.6489817","2500.00","1","2","4/6/2018","5","2"
"433904","Alberta","Calgary","65 Armstrong Cr Se","-114.054368","50.970634","439000.00","3","1","26/6/2018","23","2 + 2"
"433942","Ontario","Espanola","395 Queensway Avenue","-81.768094","46.250129","399000.00","3","1","22/6/2018","27","3"
"434771","Ontario","Toronto","29 Cloverdale Rd","-79.4615926","43.6746447","939000.00","3","1","14/6/2018","20","4"
"435040","Alberta","Edmonton","5517 Crabapple Loop Sw","-113.4783347","53.4083822","389000.00","3","1","15/6/2018","35","3"
"435040","Alberta","Edmonton","5517 Crabapple Loop Sw","-113.4783347","53.4083822","389000.00","3","1","15/6/2018","35","3"
"435083","Ontario","Etobicoke","236 Renforth Dr","-79.5685838","43.6360206","924900.00","3","1","23/6/2018","12","3"
"435131","Ontario","Toronto","706-25 Grenville St","-79.3847019","43.6617737","2400.00","1","2","13/6/2018","6","1 + 1"
"435158","Ontario","Oakville","2234 Colbeck St","-79.7633594","43.4294694","2600.00","3","2","7/6/2018","28","3"
"435291","Alberta","Edmonton","9759 87 Av Nw","-113.482575815344","53.5225826214534","485000.00","3","1","19/6/2018","11","4"
"436092","British Columbia","Ladysmith","565 Jim Cram Drive","-123.842969","48.999701","399900.00","3","1","8/6/2018","15","3"
"436400","Ontario","Toronto","Ph10-170 Fort York Blvd","-79.3997415","43.6393466","499000.00","1","1","6/6/2018","12","1"
"436404","Manitoba","Winnipeg","10 Dallas Rd","-97.252669","49.88128","279900.00","3","1","1/7/2018","13","3"
"436427","British Columbia","Victoria","3715 Stamboul St","-123.331167","48.46179","899900.00","3","1","7/6/2018","16","4"
"436801","Ontario","Mount Forest","107 Byeland Drive","-80.737918","43.986856","249900.00","3","1","9/6/2018","36","3"
"436963","Ontario","Toronto","58 Amroth Ave","-79.3114384","43.6850406","599000.00","3","1","8/6/2018","6","2 + 1"
"438267","Ontario","Toronto","414-101 Charles St","-79.3805797","43.6695928","2650.00","1","2","23/6/2018","25","2"
"438267","Ontario","Toronto","414-101 Charles St","-79.3805797","43.6695928","2650.00","1","2","23/6/2018","25","1 + 0"
"438390","Ontario","Mississauga","136 Indian Valley Tr","-79.5978291","43.5614889","1750000.00","3","1","19/6/2018","19","4 + 1"
"438893","Nova Scotia","New Glasgow","124 Mackay Street","-62.6407254","45.5869153","45900.00","3","1","5/6/2018","18","3 + 0"
"439436","Ontario","North York","314-25 Sunrise Ave","-79.3017487","43.7190266","349900.00","1","1","4/6/2018","17","2"
"439892","Ontario","Scarborough","P1-M-8 Rosebank Dr","-79.2374037","43.7918356","1600.00","1","2","6/6/2018","3","1 + 1"
"440054","Quebec","Laval","102-1710 Rue Mcnamara","-73.72187493","45.57009349","265000.00","1","1","23/6/2018","20","2"
"440182","Alberta","Edmonton","10015 171 Av Nw","-113.49709","53.63253","275000.00","3","1","14/6/2018","26","3"
"440449","Ontario","Brampton","39 Princeton Terrace","-79.742415","43.744643","749900.00","3","1","5/6/2018","34","3"
"441253","British Columbia","Coquitlam","316 1219 Johnson Street","-122.8015611","49.2857501","545000.00","1","1","1/7/2018","13","2"
"441373","Ontario","Sarnia","242 Oslo Crescent","-82.353775","42.964342","319900.00","19","1","26/6/2018","17","4 + 0"
"441761","Ontario","Staples","522 County Rd 8","-82.601223","42.170001","419000.00","3","1","14/6/2018","12","3 + 1"
"441834","Ontario","Welland","287 Riverside Drive","-79.271314","42.979319","309900.00","3","1","16/6/2018","7","2"
"442045","Ontario","Mississauga","43-601 Shoreline Dr","-79.6301585","43.5708431","549000.00","6","1","14/6/2018","12","3"
"442251","British Columbia","North Vancouver","308 3732 Mt Seymour Parkway","-122.968106","49.3162038","539900.00","1","1","7/6/2018","13","1"
"442752","British Columbia","Nanaimo","201-2115 Meredith Road","-123.989915","49.188069","319000.00","1","1","22/6/2018","18","2"
"442786","Ontario","Unionville","309-20 Fred Varley Dr","-79.3126223","43.8649051","2200.00","1","2","11/6/2018","11","1 + 1"
"443396","Ontario","Toronto","21 Dunbar Rd","-79.3766716","43.6766477","2275000.00","3","1","6/6/2018","6","5"
"443438","Ontario","Kingston","55 Rose Abbey Drive","-76.4493437","44.258655","229900.00","19","1","27/6/2018","20","3 + 0"
"443920","British Columbia","Victoria","1245 Parkdale Creek Gdns","-123.532112","48.440213","569000.00","3","1","20/6/2018","31","3"
"444114","Ontario","Markham","1004-131 Upper Duke Cres","-79.3274432","43.8520503","2000.00","1","2","14/6/2018","6","2"
"444529","Prince Edward Island","Charlottetown","20 Robertson Road","-63.1025","46.2757","354900.00","3","1","2/6/2018","21","3 + 1"
"444700","Manitoba","Winnipeg","18 Galinee Bay","-97.298127","49.877275","359900.00","3","1","15/6/2018","11","4"
"444972","Alberta","Calgary","401 26 Av Nw","-114.067683","51.076038","675000.00","3","1","21/6/2018","14","3 + 0"
"445464","British Columbia","Chilliwack","101 45765 Spadina Avenue","-121.9580269","49.170096","258920.00","1","1","8/6/2018","13","2"
"446701","Alberta","St. Albert","7 Nadia Pl","-113.667848","53.6553167","1049000.00","3","1","11/6/2018","2","5"
"446811","Ontario","Blyth","488 Gypsy Lane","-81.429714","43.738624","299000.00","3","1","12/6/2018","14","4"
"447451","Ontario","Etobicoke","2503-2212 Lakeshore Blvd","-79.4824422","43.6225897","2495.00","1","2","7/6/2018","12","2"
"447677","British Columbia","North Vancouver","B1 272 W 4th Street","-123.081689","49.3170659","1274800.00","6","1","6/6/2018","3","3"
"447736","British Columbia","Campbell River","287 Arizona Drive","-125.2124","49.950228","525000.00","3","1","7/6/2018","19","3"
"447941","Manitoba","Winnipeg","719 Rosseau Ave W","-97.022407","49.898524","336900.00","3","1","2/6/2018","25","3"
"448423","Ontario","Barrie","181 Trail Blvd","-79.7575181722641","44.3941699023353","949999.00","3","1","5/6/2018","31","5"
"448441","British Columbia","Courtenay","625 17th Street","-124.994813","49.681705","299000.00","3","1","13/6/2018","27","3"
"448570","Ontario","Mississauga","3504-4011 Brickstone Mews","-79.6460669","43.5851682","2300.00","1","2","11/6/2018","8","1"
"448985","British Columbia","Richmond","8100 Railway Avenue","-123.1696445","49.1546778","3088000.00","3","1","9/6/2018","12","4"
"448993","British Columbia","Vancouver","201 1515 E Broadway","-123.073261","49.2626205","559000.00","1","1","10/6/2018","37","2"
"449233","Ontario","Brampton","222 Archdekin Dr","-79.745987","43.709174","559900.00","3","1","14/6/2018","5","3 + 1"
"449559","Manitoba","Winnipeg","4 Rampart Bay","-97.158103","49.839469","204900.00","19","1","6/6/2018","13","2"
"450197","Ontario","Brampton","7 Shellbark Gdns","-79.818682","43.697077","599900.00","6","1","8/6/2018","33","3"
"450610","Ontario","Seguin","27 Peninsula Trail","-79.970244","45.267008","559900.00","3","1","19/6/2018","23","3"
"450627","Ontario","Gloucester","743 Vermillion Drive","-75.686814","45.286254","559900.00","3","1","17/6/2018","24","4 + 0"
"450876","Ontario","Toronto","5 Mark St","-79.3570553","43.6606055","899900.00","6","1","6/6/2018","9","3"
"451358","British Columbia","Kamloops","2652 Rosewood Ave","-120.423691","50.709633","549900.00","3","1","27/6/2018","18","6"
"451437","Ontario","Belmont","381 Sherwood Avenue","-81.084077","42.880949","375000.00","3","1","23/6/2018","4","3"
"452173","Ontario","Nepean","232 Berrigan Drive","-75.73708","45.279758","399900.00","6","1","10/6/2018","3","3 + 0"
"452200","Alberta","Lloydminster","2303 60th Avenue","-110.034543","53.257187","369900.00","3","1","5/6/2018","22","4"
"452202","British Columbia","Victoria","310-2100 Granite St","-123.319808","48.425587","324900.00","1","1","13/6/2018","7","1"
"452275","Ontario","Waterloo","321-308 Lester St","-80.5362467","43.476282","275000.00","1","1","1/7/2018","6","1"
"452479","Alberta","Three Hills","604 8 Street Ne","-113.264109","51.714288","185000.00","3","1","4/6/2018","48","2"
"453393","Ontario","Stoney Creek","105 Glenhollow Dr","-79.8035177","43.189611","474990.00","3","1","27/6/2018","9","4"
"453453","Ontario","Nepean","256 Flodden Way","-75.703059","45.284743","674900.00","3","1","19/6/2018","12","4 + 2"
"453908","Ontario","Gananoque","879 Queen Street","-76.1712302767212","44.3409016144409","260000.00","3","1","6/6/2018","9","3 + 0"
"454738","British Columbia","Abbotsford","27637 Signal Court","-122.4580297","49.0537883","859900.00","3","1","20/6/2018","21","6"
"454857","Ontario","Oakville","239 Margaret Dr","-79.6839093","43.4390829","899900.00","3","1","1/7/2018","17","3"
"455234","Ontario","Toronto","2601-11 Brunel Crt","-79.3932324","43.6394055","2700.00","1","2","2/6/2018","27","3 + 0"
"455234","Ontario","Toronto","2601-11 Brunel Crt","-79.3932324","43.6394055","2700.00","1","2","2/6/2018","27","1 + 1"
"455481","Ontario","Orléans","1063 Chateau Crescent","-75.526433","45.485024","425000.00","3","1","7/6/2018","6","3 + 2"
"455566","Ontario","York","9 + 11 Donald Ave","-79.4642202","43.687759","1799000.00","14","1","9/6/2018","14","8 + 2"
"455612","Alberta","Lethbridge","112 75 1 Avenue S","-112.847553","49.698027","264900.00","1","1","21/6/2018","26","2"
"456005","Ontario","Belleville","146 Greenhill Lane","-77.373159","44.189432","374900.00","3","1","7/6/2018","16","2 + 2"
"456011","Ontario","Cambridge","27-235 Saginaw Parkway","-80.299627","43.389729","299900.00","6","1","19/6/2018","28","3"
"456090","Ontario","Mississauga","3106-510 Curran Pl","-79.6463896","43.5856392","1950.00","1","2","23/6/2018","5","1"
"456269","Ontario","Toronto","Upper-79 Hillingdon Ave","-79.3198848","43.6812883","1650.00","3","2","1/6/2018","8","1"
"457170","Alberta","Edmonton","12147 123 St Nw","-113.533584","53.5765249","264900.00","3","1","14/6/2018","2","2"
"457498","Ontario","Nepean","448 Riverboat Hts","-75.746313116797","45.2547535250566","1550.00","6","2","25/6/2018","9","2"
"457883","Alberta","Grande Prairie","9359 71 Avenue","-118.77561812","55.14504701","349900.00","19","1","12/6/2018","10","4"
"459192","Ontario","Oakville","1124 Creekside Drive","-79.692427","43.487429","1219000.00","3","1","23/6/2018","13","4"
"459947","British Columbia","Surrey","37 8383 159 Street","-122.7818784","49.1538994","649000.00","6","1","27/6/2018","20","3"
"459977","Ontario","Timmins","41 Foothills Ln","-81.3061177","48.5016695","105950.00","19","1","2/6/2018","19","3"
"460123","Ontario","Windsor","1695 Calvary","-82.88617","42.303201","765000.00","3","1","23/6/2018","17","3 + 1"
"460958","Ontario","Toronto","412-60 Colborne St","-79.3747254","43.6493345","3295.00","1","2","15/6/2018","21","2 + 1"
"460958","Ontario","Toronto","412-60 Colborne St","-79.3747254","43.6493345","3295.00","1","2","15/6/2018","21","3 + 0"
"461100","British Columbia","Courtenay","166-4714 Muir Road","-124.974717","49.71671","299999.00","17","1","24/6/2018","20","2"
"461250","British Columbia","Trail","770 Binns Street","-117.71847","49.095897","194000.00","3","1","28/6/2018","6","2"
"462294","Ontario","Coe Hill","335 Beach Lane","-77.8412536","44.8433102","549900.00","3","1","1/6/2018","6","3"
"462741","Ontario","Toronto","804-1080 Bay St","-79.3888889","43.6669805","3500.00","1","2","30/6/2018","12","2"
"462741","Ontario","Toronto","804-1080 Bay St","-79.3888889","43.6669805","3500.00","1","2","30/6/2018","12","2 + 1"
"462783","Ontario","Ottawa","3250 Uplands Drive Unit29","-75.676567","45.348956","218000.00","6","1","22/6/2018","30","3 + 0"
"463061","Ontario","Little Britain","6 Summer Dr","-78.8075354","44.2095011","699000.00","3","1","8/6/2018","36","4"
"463440","Ontario","Barrie","303-43 S Ferndale Drive S","-79.712185","44.365703","1500.00","1","2","13/6/2018","13","1"
"464363","British Columbia","Chilliwack","50832 Winona Road","-121.817135005809","49.0806736749652","549000.00","3","1","7/6/2018","13","3"
"465102","Alberta","Edmonton","11240 69 St Nw","-113.444638","53.5645791","315000.00","3","1","19/6/2018","7","2"
"466106","Alberta","Calgary","827 94 Av Sw","-114.083918","50.970211","549000.00","3","1","14/6/2018","23","3 + 1"
"466580","Nova Scotia","Bedford","46 Riverview Crescent","-63.6513672","44.7416552","339900.00","3","1","19/6/2018","17","4 + 1"
"466901","British Columbia","Youbou","9178 Meades Creek Road","-124.112182","48.848761","824900.00","3","1","15/6/2018","11","3"
"467505","Ontario","Toronto","30 Westlake Ave","-79.3044886","43.685939","750000.00","3","1","6/6/2018","9","3"
"467760","Ontario","London","179 Kirkland Crescent","-81.171744","42.993333","284900.00","3","1","1/6/2018","19","3 + 1"
"468211","Ontario","Katrine","397 Sunnylea Avenue","-79.327232","45.599329","449900.00","3","1","6/6/2018","35","3"
"468222","Ontario","Peterborough","987 Ford Street","-78.338955","44.288372","299000.00","3","1","15/6/2018","32","2 + 1"
"468815","Ontario","Nepean","252 Tivoli Private","-75.710108","45.348467","282900.00","3","1","1/6/2018","17","2 + 0"
"469251","Ontario","Beamsville","4579 Joanna Lane","-79.455302","43.174092","184900.00","17","1","9/6/2018","11","2"
"469283","Saskatchewan","Regina","3610 Green Creek Rd","-104.515302","50.421345","659900.00","3","1","12/6/2018","29","5"
"470813","Ontario","Maple","135 Kelso Cres","-79.5369303","43.8533436","2400.00","6","2","4/6/2018","10","3"
"470935","Nova Scotia","Greenfield.","131 Cottage Lane","-64.9000171671854","44.2334190973828","179900.00","3","1","13/6/2018","23","2 + 0"
"471078","Ontario","Brantford","244 Powell Road","-80.296331","43.110923","1600.00","6","2","13/6/2018","9","3"
"471699","Quebec","Pointe-Aux-Trembles","1021 58e Avenue (P.-A.-T.)","-73.495747","45.674284","259800.00","3","1","5/6/2018","17","3"
"472053","British Columbia","Richmond","438 5880 Dover Crescent","-123.160734","49.1729761","440000.00","1","1","2/6/2018","28","1"
"473329","Ontario","Kanata","1537 Carronbridge Circle","-75.864091","45.277998","1900.00","6","2","22/6/2018","3","3 + 0"
"473864","Ontario","Kingston","678 Rogers Side Road","-76.412391","44.2522475","409900.00","3","1","15/6/2018","19","3 + 0"
"474047","Ontario","Windsor","1254 Arncliffe Place","-82.927755","42.324566","114900.00","3","1","7/6/2018","8","3 + 1"
"474179","British Columbia","Victoria","405-1201 Fort St","-123.34942","48.422554","1250000.00","1","1","1/6/2018","5","2"
"474448","British Columbia","Langley","39 7179 201 Street","-122.6668849","49.1323624","549900.00","6","1","5/6/2018","16","3"
"474826","Ontario","Bayfield","11 Lidderdale Street","-81.700977","43.556071","299000.00","7","1","26/6/2018","11","3"
"474826","Ontario","Bayfield","11 Lidderdale Street","-81.700977","43.556071","299000.00","7","1","26/6/2018","11","3"
"475110","Ontario","Tiny","24 Wahnekewening Drive","-80.033434","44.724025","1295000.00","3","1","29/6/2018","21","2 + 2"
"475390","Ontario","Elliot Lake","55 Tokyo Cres","-82.6668199","46.3751424","35500.00","6","1","7/6/2018","15","3"
"475442","Ontario","Burlington","75-2530 Northampton Blvd","-79.8265608","43.3876359","419900.00","6","1","4/6/2018","16","2"
"475516","Ontario","Brampton","10 Elwin Rd","-79.8148518","43.6695454","1085000.00","3","1","1/6/2018","25","4"
"475530","Alberta","Didsbury","2110 14 Av","-114.14028","51.655999","215000.00","3","1","8/6/2018","8","2 + 2"
"475656","Ontario","Sarnia","779 Oakdale Avenue","-82.382202","42.988432","234900.00","3","1","5/6/2018","3","3 + 0"
"475832","Ontario","Binbrook","1660 Hall Rd","-79.801048","43.0788933","719900.00","3","1","14/6/2018","26","5"
"476246","British Columbia","North Vancouver","111 175 E 4th Street","-123.0736316","49.3127891","350000.00","1","1","14/6/2018","8","1"
"476330","Alberta","Rimbey","4 422033 Range Road 24","-114.239644","52.61725","599900.00","19","1","6/6/2018","24","5"
"476392","Quebec","Mont-Royal","1843-1847 Ch. Canora","-73.649131","45.518577","1050000.00","13","1","22/6/2018","22","2"
"476563","British Columbia","Surrey","13250 16 Avenue","-122.855196","49.031095","2888888.00","3","1","5/6/2018","39","5"
"477198","British Columbia","Richmond","66 7288 Heather Street","-123.121828","49.161172","1146000.00","6","1","8/6/2018","21","4"
"477344","Alberta","Calgary","2154 47 Av Sw","-114.111376","51.01137","569900.00","12","1","1/6/2018","16","3 + 1"
