"id","province","city","address","postalCode","longitude","latitude","price","buildingTypeId","tradeTypeId","listingDate","daysOnMarket","bedrooms","bathroomTotal","propertyType","ownerShipType"
"582245","Ontario","Toronto","1412-231 Fort York Blvd","M5V 1B2","-79.4061254","43.6370018","539900.00","1","1","2018-8-22","9","1 + 1","1","Single Family","Condominium/Strata"
"747045","Ontario","Toronto","345 Hounslow Ave","M3R 1H4","-79.4301918","43.7718672","2548000.00","3","1","2018-5-29","87","4 + 1","5","Single Family","Freehold"
"320737","Ontario","North York","41 Frith Rd","M3N 1E9","-79.5186496","43.7453346","899900.00","3","1","2018-5-12","82","4","2","Single Family","Freehold"
"572367","Ontario","Toronto","312-5 St Joseph St","M4Y 0B6","-79.3853","43.6658974","598000.00","1","1","2018-7-24","21","1 + 1","1","Single Family","Condominium/Strata"
"475916","Ontario","Etobicoke","26-120 Long Branch Ave","M8W 0A9","-79.5348904346611","43.5953588512994","718000.00","6","1","2018-7-14","31","2","3","Single Family","Condominium/Strata"
"424946","Ontario","North York","Ph203-4968 Yonge St","M2N 7G9","-79.4124779","43.7652954","1148000.00","1","1","2018-6-23","55","3","3","Single Family","Condominium/Strata"
"384977","Ontario","Toronto","906-438 Richmond St W","M5V 3S6","-79.3968338","43.6480053","2500.00","1","2","2018-8-17","1","1","2","Single Family","Condominium/Strata"
"580041","Ontario","East York","21 Marlow Ave","M4J 3T8","-79.3377386","43.6848166","799000.00","3","1","2018-7-26","7","3","1","Single Family","Freehold"
"664112","Ontario","North York","1905-5740 Yonge St","M2M 0B1","-79.4173942","43.7829102","2200.00","1","2","2018-7-20","12","1 + 1","1","Single Family","Condominium/Strata"
"713827","Ontario","Etobicoke","32 Dryden Way","M9R 0B2","-79.5497617","43.6780128","3400.00","6","2","2018-8-7","15","3","4","Single Family","Freehold"
"553783","Ontario","North York","228 Homewood St","M2M 1K6","-79.4312667","43.7884683","1750.00","3","2","2018-7-20","41","2","1","Single Family","Freehold"
"479253","Ontario","North York","215-35 Bales Ave","M2N 7L7","-79.4082248","43.760108","2600.00","1","2","2018-8-14","4","2","2","Single Family","Condominium/Strata"
"630275","Ontario","Toronto","1111-633 Bay St","M5G 2G4","-79.3835538","43.6568644","2150.00","1","2","2018-8-10","5","1","2","Single Family","Condominium/Strata"
"499323","Ontario","Toronto","1128-36 Blue Jays Way","M5V 3T3","-79.3921465","43.6449299","2650.00","1","2","2018-7-17","39","1 + 1","2","Single Family","Condominium/Strata"
"600341","Ontario","Toronto","3206-70 Queens Wharf Rd","M5V 0J2","-79.3994533","43.6385237","3050.00","1","2","2018-6-29","44","2 + 1","1","Single Family","Condominium/Strata"
"752904","Ontario","Toronto","622-22 East Haven Dr","M1N 0B4","-79.2517482","43.7046457","339800.00","1","1","2018-7-21","27","1","1","Single Family","Condominium/Strata"
"999635","Ontario","Toronto","1112-1030 King St W","M6K 0B4","-79.4159028","43.641579","545000.00","1","1","2018-8-10","4","1","1","Single Family","Condominium/Strata"
"417066","Ontario","Scarborough","A-1559 Kingston Rd","M1N 1R9","-79.2675646","43.6897424","1500.00","19","2","2018-6-5","66","1","1","Single Family",""
"1015770","Ontario","Toronto","2901-185 Roehampton Ave","M4P 1R4","-79.3929849","43.7089649","2800.00","1","2","2018-7-27","35","2","2","Single Family","Condominium/Strata"
"602909","Ontario","Scarborough","711-80 Alton Towers Circ","M1V 5E8","-79.2737753","43.824079","448000.00","1","1","2018-7-14","38","2 + 1","2","Single Family","Condominium/Strata"
"499028","Ontario","North York","114 Mentor Blvd","M2H 2N1","-79.3486018","43.8037908","799800.00","3","1","2018-7-7","46","4 + 2","3","Single Family","Freehold"
"478306","Ontario","Toronto","3606-120 Homewood Ave","M4Y 2J3","-79.3762159348125","43.6668448849523","469000.00","1","1","2018-6-5","58","1","1","Single Family","Condominium/Strata"
"518070","Ontario","North York","2304-30 Greenfield Ave","M2N 6N3","-79.4105726","43.7638825","3200.00","1","2","2018-8-15","10","2 + 1","2","Single Family","Condominium/Strata"
"203297","Ontario","Toronto","27 Indian Grve","M6R 2Y1","-79.456722","43.6513147","2500.00","3","2","2018-8-16","7","2","1","Single Family","Freehold"
"410791","Ontario","Etobicoke","1829-165 Legion Rd N","M8Y 0B3","-79.488423","43.6243053","2000.00","1","2","2018-8-1","13","1 + 1","1","Single Family","Condominium/Strata"
"748987","Ontario","North York","19 Mossgrove Tr","M2L 2W2","-79.3690775","43.7522817","4200.00","3","2","2018-7-28","23","4","4","Single Family","Freehold"
"793832","Ontario","Toronto","217-60 Colborne St","M5E 1E3","-79.3745319","43.6493806","505900.00","1","1","2018-8-5","3","1","1","Single Family","Condominium/Strata"
"299206","Ontario","Scarborough","2 Brimforest Gate","M1C 5B8","-79.1332475","43.7806014","2375.00","6","2","2018-7-17","31","3","4","Single Family","Freehold"
"569298","Ontario","Toronto","Main-1226 Avenue Rd","M5N 2G6","-79.4119899","43.7133207","2200.00","13","2","2018-7-9","33","2 + 1","1","Single Family",""
"670448","Ontario","Toronto","731-90 Broadview Ave","M4M 0A7","-79.3497323","43.6579715","2600.00","1","2","2018-8-8","7","1 + 1","2","Single Family","Condominium/Strata"
"299117","Ontario","Scarborough","45 Wilkes Cres","M1L 0B3","-79.2710318","43.70387","2600.00","6","2","2018-6-25","45","4","4","Single Family","Freehold"
"818245","Ontario","North York","610-10 Kenneth Ave","M2N 6K6","-79.4057664","43.7638731","738000.00","1","1","2018-7-13","40","2 + 1","2","Single Family","Condominium/Strata"
"318030","Ontario","Etobicoke","4 Kenhill Dr","M9V 2M2","-79.5537804","43.7410984","2000.00","3","2","2018-7-23","10","3","1","Single Family","Freehold"
"911627","Ontario","Toronto","2104-18 Harbour St","M5J 2Z6","-79.376994","43.643046","515000.00","1","1","2018-7-6","40","1","1","Single Family","Condominium/Strata"
"361390","Ontario","North York","3709-5168 Yonge St","M2N 5P6","-79.413783","43.7696635","849900.00","1","1","2018-6-14","50","2","2","Single Family","Condominium/Strata"
"417920","Ontario","North York","1102-68 Canterbury Pl","M2N 0H8","-79.4155086","43.7737483","693000.00","1","1","2018-7-14","26","2","2","Single Family","Condominium/Strata"
"591371","Ontario","Toronto","721-386 Yonge St","M5B 0A5","-79.3826747","43.659329","2500.00","1","2","2018-8-17","13","1 + 1","1","Single Family","Condominium/Strata"
"746232","Ontario","Scarborough","Unit 2 Pidgeon St","M1L 0C9","-79.2783708","43.7154815","785000.00","6","1","2018-5-18","93","3","3","Single Family","Freehold"
"337527","Ontario","Etobicoke","1101-14 Neilson Dr","M9C 1V6","-79.5632854","43.6279526","458000.00","1","1","2018-7-18","43","3","2","Single Family","Condominium/Strata"
"355978","Ontario","North York","26 Baltray Cres","M3A 2H4","-79.3252112","43.7668583","799000.00","3","1","2018-6-8","54","4","2","Single Family","Freehold"
"456881","Ontario","Toronto","423-89 Mccaul St","M5T 2X3","-79.3908028","43.6531112","2300.00","1","2","2018-7-31","15","1","1","Single Family","Condominium/Strata"
"482869","Ontario","Scarborough","901-10 Stonehill Crt","M1W 2X8","-79.3139429","43.7949299","419900.00","1","1","2018-7-7","26","3","2","Single Family","Condominium/Strata"
"653931","Ontario","North York","13 Clancy Dr","M2J 2V7","-79.3597571","43.786692","1500.00","3","2","2018-8-15","15","1","1","Single Family","Freehold"
"832468","Ontario","Etobicoke","27a Thistledown Blvd","M9V 4A6","-79.5582176","43.7357617","580000.00","6","1","2018-8-4","1","3 + 1","3","Single Family","Condominium/Strata"
"217895","Ontario","Etobicoke","18 Glen Hollow Ave","M9W 6C6","-79.6049483","43.7321648","799000.00","3","1","2018-5-21","73","3 + 3","3","Single Family","Freehold"
"627286","Ontario","Scarborough","405-255 Bamburgh Circ","M1W 3T6","-79.3221159","43.8135528","469888.00","1","1","2018-7-29","19","1 + 2","3","Single Family","Condominium/Strata"
"373170","Ontario","Toronto","1305-20 Joe Shuster Way","M5V 0A3","-79.4239243","43.6401695","435000.00","1","1","2018-6-9","60","1 + 1","1","Single Family","Condominium/Strata"
"506279","Ontario","North York","95-3740 Don Mills Rd","M2H 3J2","-79.3539266","43.8016639","505000.00","6","1","2018-7-28","27","3","1","Single Family","Condominium/Strata"
"231186","Ontario","Etobicoke","47 Dixington Cres","M9P 2K3","-79.5417935","43.6978484","699888.00","3","1","2018-2-21","191","3 + 1","2","Single Family","Freehold"
"749020","Ontario","North York","1816-100 Harrison Garden Blvd","M2N 0C2","-79.4045838","43.756899","2980.00","1","2","2018-8-1","18","2 + 1","2","Single Family","Condominium/Strata"
"616413","Ontario","Toronto","403-608 Richmond St","M5V 0N9","-79.4027979","43.6468075","2050.00","19","2","2018-6-22","56","1","1","Single Family","Condominium/Strata"
"746528","Ontario","Toronto","1704-50 Lombard St","M5C 2X4","-79.375921","43.6516863","399000.00","1","1","2018-8-8","13","1","1","Single Family","Condominium/Strata"
"355196","Ontario","Toronto","602-39 Sherbourne St","M5A 0L8","-79.3679837","43.6511492","489900.00","1","1","2018-7-15","27","1","1","Single Family","Condominium/Strata"
"497611","Ontario","Toronto","Upper-17 Hugo Ave","M6P 3T3","-79.453784","43.665947","2650.00","3","2","2018-8-17","6","2","1","Single Family","Freehold"
"704229","Ontario","Toronto","1611-1420 Dupont St","M6H 2B1","-79.4475628","43.6667189","1750.00","1","2","2018-7-27","13","1 + 1","1","Single Family","Condominium/Strata"
"917966","Ontario","Toronto","402-58 Orchard View Blvd W","M4R 1B9","-79.4007848","43.708008","549500.00","1","1","2018-8-2","8","1 + 1","1","Single Family","Condominium/Strata"
"479625","Ontario","Scarborough","79 Baybrook Cres","M1H 2R7","-79.2473395","43.7688725","629900.00","3","1","2018-8-15","8","3 + 1","2","Single Family","Freehold"
"561197","Ontario","Toronto","2507-28 Wellesley St E","M4Y 0C4","-79.383028","43.6655881","3200.00","1","2","2018-8-3","2","2","2","Single Family","Condominium/Strata"
"759321","Ontario","Scarborough","608-60 Town Centre Crt","M1P 0B1","-79.2561489","43.7733444","1600.00","1","2","2018-8-19","2","1","1","Single Family","Condominium/Strata"
"603967","Ontario","North York","293 Searle Ave","M3H 4C5","-79.4630444","43.7552955","1199900.00","3","1","2018-6-5","65","3 + 1","2","Single Family","Freehold"
"467340","Ontario","York","424 Blackthorn Ave","M6M 3C3","-79.4633755","43.6866114","659900.00","3","1","2018-8-10","14","2 + 1","2","Single Family","Freehold"
"633180","Ontario","Toronto","3210-55 Bremner Blvd","M5J 0A6","-79.3806168","43.6428849","3300.00","1","2","2018-8-9","7","2","2","Single Family","Condominium/Strata"
"333474","Ontario","Scarborough","12 Jordanroch Crt","M1W 3S9","-79.324661","43.8110356","799000.00","3","1","2018-8-2","12","3 + 2","4","Single Family","Freehold"
"393435","Ontario","East York","410-35 Brian Peck Cres","M4G 0A5","-79.3545641","43.7146689","2300.00","1","2","2018-7-25","7","2","2","Single Family","Condominium/Strata"
"790590","Ontario","Toronto","4507-70 Temperance St","M5H 0B1","-79.3822063","43.6505117","620000.00","1","1","2018-7-17","45","1 + 1","1","Single Family","Condominium/Strata"
"463623","Ontario","Scarborough","2 Dalmatian Cres","M1C 4X2","-79.1646118","43.7901849","1248000.00","3","1","2018-6-22","41","4 + 1","6","Single Family","Freehold"
"639816","Ontario","Toronto","1005-223 St Clair Ave W","M4V 1R3","-79.4047021","43.6857143","3300.00","1","2","2018-6-20","63","2 + 1","2","Single Family","Condominium/Strata"
"333410","Ontario","Scarborough","99 Porchester Dr","M1J 2R4","-79.2252001","43.7449604","630000.00","3","1","2018-8-18","11","3 + 2","2","Single Family","Freehold"
"637787","Ontario","Toronto","2108-28 Wellesley St E","M4Y 0C4","-79.383028","43.6655881","2100.00","1","2","2018-8-1","4","1","1","Single Family","Condominium/Strata"
"333000","Ontario","Toronto","1119 Craven Rd","M4J 4V7","-79.3249654","43.6818302","599900.00","3","1","2018-7-5","50","1 + 2","1","Single Family","Freehold"
"767333","Ontario","North York","9 Locust Lodge Gdns","M3K 0B2","-79.4887018203735","43.7430688095587","2995.00","6","2","2018-7-26","28","3","3","Single Family","Freehold"
"395625","Ontario","North York","11 Riderwood Rd","M2L 2X4","-79.3649916","43.7550619","5500.00","3","2","2018-7-26","8","4 + 1","4","Single Family","Freehold"
"613783","Ontario","Toronto","807-10 Yonge St","M5E 1R4","-79.3756671","43.6421529","2900.00","1","2","2018-5-25","87","1 + 1","1","Single Family","Condominium/Strata"
"660326","Ontario","Toronto","2011-85 East Liberty St","M6K 3R4","-79.4153863","43.638175","2300.00","1","2","2018-8-18","5","1","1","Single Family","Condominium/Strata"
"369640","Ontario","Toronto","Main-26 Boustead Ave","M6R 1Y9","-79.4530644","43.6535606","2500.00","13","2","2018-8-22","8","2","1","Single Family",""
"682470","Ontario","Toronto","1231 Bathurst St","M5R 3H3","-79.4152055","43.6759356","898000.00","3","1","2018-5-23","94","3","2","Single Family","Freehold"
"563353","Ontario","North York","4-80 Castlebury Cres","M2H 1W8","-79.3716028","43.7969014","659900.00","6","1","2018-5-27","94","3","2","Single Family","Condominium/Strata"
"763578","Ontario","Toronto","Locker-88 Scott St","M5E 0A9","-79.3762754","43.6485726","75.00","19","2","2018-7-31","16","","0","Single Family","Condominium/Strata"
"409751","Ontario","Toronto","504-942 Yonge St","M4W 3S8","-79.3887457","43.6745663","1800.00","1","2","2018-7-21","11","0","1","Single Family","Condominium/Strata"
"530181","Ontario","Toronto","866 Shaw St","M6G 3M2","-79.4248707","43.6657648","2499000.00","3","1","2018-7-4","51","3 + 1","4","Single Family","Freehold"
"722168","Ontario","Toronto","3103-88 Blue Jays Way","M5V 2G3","-79.3924571","43.6455046","748000.00","1","1","2018-5-12","92","1 + 1","1","Single Family","Condominium/Strata"
"752165","Ontario","Scarborough","901-5039 Finch Ave E","M1S 5J9","-79.2649442","43.8080011","345000.00","1","1","2018-6-20","57","1 + 1","1","Single Family","Condominium/Strata"
"963169","Ontario","Toronto","1411-65 Bremner Blvd","M5J 0A7","-79.380732","43.6428614","495000.00","1","1","2018-7-13","36","1 + 1","1","Single Family","Condominium/Strata"
"468568","Ontario","North York","1201-830 Lawrence Ave W","M6A 1C3","-79.4544111","43.7144545","429900.00","1","1","2018-8-9","6","1","1","Single Family","Condominium/Strata"
"850562","Ontario","Toronto","707-51 East Liberty St","M6K 3P8","-79.4121833","43.6387003","2100.00","1","2","2018-7-9","47","1 + 1","1","Single Family","Condominium/Strata"
"347854","Ontario","Toronto","2908-15 Iceboat Terr","M5V 4A5","-79.397104","43.6405271","2400.00","1","2","2018-8-17","8","1 + 1","1","Single Family","Condominium/Strata"
"429307","Ontario","North York","609 Cummer Ave","M2K 2M5","-79.3834678","43.794365","1988888.00","3","1","2018-4-27","116","4 + 1","4","Single Family","Freehold"
"372377","Ontario","Toronto","Main-260 Ossington Ave","M6J 3A2","-79.4211919605732","43.6499958178106","2950.00","6","2","2018-8-1","24","2 + 1","2","Single Family","Freehold"
"578514","Ontario","Toronto","1603-260 Queens Quay W","M5J 2N3","-79.3857232","43.6393203","498000.00","1","1","2018-7-25","15","1","1","Single Family","Condominium/Strata"
"412284","Ontario","North York","1803-10 Bloorview Pl","M2J 0B1","-79.3589637","43.7734963","735000.00","1","1","2018-7-2","50","2","3","Single Family","Condominium/Strata"
"465837","Ontario","Toronto","3215-15 Iceboat Terr","M5V 4A5","-79.397104","43.6405271","2300.00","1","2","2018-8-4","25","1","1","Single Family","Condominium/Strata"
"363838","Ontario","North York","1911-4978 Yonge St","M2R 2R8","-79.4125865","43.7655809","426888.00","1","1","2018-7-13","27","1","1","Single Family","Condominium/Strata"
"375371","Ontario","North York","4-19 Gosford Blvd","M3N 2G7","-79.5218569","43.7672058","499000.00","6","1","2018-6-26","44","3 + 1","3","Single Family","Condominium/Strata"
"720786","Ontario","Toronto","501-55 Centre Ave","M5G 1R4","-79.3866557","43.6545873","569900.00","1","1","2018-7-29","24","1","1","Single Family","Condominium/Strata"
"970406","Ontario","North York","1817-121 Mcmahon Dr","M2K 0C1","-79.3707979","43.7678007","2450.00","1","2","2018-7-27","9","2 + 1","2","Single Family","Condominium/Strata"
"460531","Ontario","Toronto","1804-33 Bay St","M5J 2Z3","-79.3771558","43.6426179","2950.00","1","2","2018-8-1","10","2","2","Single Family","Condominium/Strata"
"404040","Ontario","North York","206-5765 Yonge St","M2M 4H9","-79.4152207","43.7831368","2500.00","1","2","2018-8-8","8","2 + 1","2","Single Family","Condominium/Strata"
"469451","Ontario","Etobicoke","49 Winterton Dr","M9B 3G8","-79.5600586","43.6726618","1349000.00","3","1","2018-7-18","36","4","3","Single Family","Freehold"
"626884","Ontario","North York","Ph305-8 Hillcrest Ave","M2N 6Y6","-79.4120753","43.7685996","3000.00","1","2","2018-7-24","10","2","2","Single Family","Condominium/Strata"
"332250","Ontario","Scarborough","38 Bardwell Cres","M1R 1C9","-79.3027311","43.7363257","780000.00","3","1","2018-8-21","7","3 + 1","2","Single Family","Freehold"
"623034","Ontario","Toronto","2001-38 Elm St","M5G 2K5","-79.38364","43.6575994","2200.00","1","2","2018-8-18","5","1","1","Single Family","Condominium/Strata"
"337268","Ontario","Scarborough","2219-181 Village Green Sq","M1S 0L3","-79.2815194","43.779207","1850.00","1","2","2018-8-18","7","1","1","Single Family","Condominium/Strata"
"370351","Ontario","Etobicoke","311-2119 Lake Shore Blvd W","M8V 4E8","-79.4785251","43.6277694","494900.00","1","1","2018-8-1","22","1 + 1","1","Single Family","Condominium/Strata"
"372556","Ontario","Toronto","Main-41 Foxbar Rd","M4V 2G5","-79.398835","43.6858341","3350.00","1","2","2018-7-31","10","2","1","Single Family","Condominium/Strata"
"400163","Ontario","Toronto","1708-25 Carlton St","M5B 1L4","-79.3816605","43.6610457","579500.00","1","1","2018-8-16","13","1 + 1","1","Single Family","Condominium/Strata"
"796825","Ontario","North York","1603-55 Ann O'Reilly Rd","M2J 0C9","-79.3293485","43.7736823","548000.00","1","1","2018-7-10","38","2","2","Single Family","Condominium/Strata"
"605107","Ontario","Toronto","2206-8 Mercer St","M5V 0C4","-79.3899085","43.6460058","2350.00","1","2","2018-8-8","5","1 + 1","1","Single Family","Condominium/Strata"
"363194","Ontario","Scarborough","16-3 Reidmount Ave","M1S 1B3","-79.2856463","43.7850847","799000.00","6","1","2018-6-23","42","4 + 1","5","Single Family","Condominium/Strata"
"713246","Ontario","Scarborough","416-180 Markham Rd","M1M 2Z9","-79.2192529","43.7417398","259900.00","1","1","2018-8-2","9","2","2","Single Family","Condominium/Strata"
"457356","Ontario","North York","63 Kenneth Wood Cres","M2N 0K3","-79.3977762","43.7843372","1399000.00","6","1","2018-8-5","12","4","4","Single Family","Freehold"
