province,city,address,postalCode,longitude,latitude,price,buildingTypeId,tradeTypeId,style,community,airConditioning,washrooms,frontingOn,familyRoom,lotDepth,lotFront,drive,fireplaceStove,heatSource,garageType,heatType,kitchens,parkingSpaces,pool,room1,room2,room3,room4,room5,room6,rooms,sewers,taxes,garageSpaces,totalParkingSpaces,daysOnMarket,bedrooms,rooms1square,rooms2square,rooms3square,rooms4square,rooms5square,rooms6square
Ontario,Richmond Hill,263 ALSACE RD,L4C2W9,-79.4287867,43.8894124,728000.0,3,1,Bungalow,Crosby,Central Air,2.0,N,Y,115.66,40.25,Private,N,Gas,Detached,Forced Air,1.0,6.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,6.0,Sewers,3779.78,1.0,7.0,56,4.0,12.92,10.0605,9.990000000000002,11.309999999999999,10.9512,8.84
Ontario,Newmarket,53 MYNDEN WAY,L3X3A8,-79.493445,44.056284000000005,1288000.0,3,1,2-Storey,Woodland Hill,Central Air,5.0,W,Y,116.34,40.03,Private,Y,Gas,Built-In,Forced Air,1.0,4.0,None,Living,Dining,Kitchen,Breakfast,Family,Office,11.0,Sewers,5760.93,2.0,6.0,49,5.0,24.497899999999998,15.8631,13.4596,14.0277,22.899,8.116200000000001
Ontario,Toronto,7A BOWMAN ST,M4X1V1,-79.36377540000001,43.6657644,1295000.0,6,1,2-Storey,Cabbagetown-South St. James Town,Central Air,3.0,E,N,132.0,15.63,Lane,Y,Gas,Detached,Forced Air,1.0,0.0,None,Living,Dining,Kitchen,Master,2nd Br,Family,5.0,Sewers,5987.0,1.0,2.0,8,3.0,21.168000000000003,13.1445,16.1393,18.3103,15.8631,27.776
Ontario,Whitby,702 BROCK ST S,L1N4L2,-78.93967420000001,43.873286900000004,599800.0,3,1,2-Storey,Downtown Whitby,Central Air,3.0,N,N,91.3,43.14,Private,Y,Gas,Attached,Forced Air,1.0,3.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,7.0,Sewers,3728.58,1.0,4.0,42,6.0,19.075499999999998,19.075499999999998,8.899799999999999,16.3856,12.301799999999998,9.6795
Ontario,Vaughan,195 PURCELL CRES,L6A3C5,-79.522888,43.8653314,825000.0,3,1,2-Storey,Maple,Central Air,4.0,S,Y,103.04,24.93,Private,N,Gas,Built-In,Forced Air,1.0,4.0,None,Living,Dining,Kitchen,Breakfast,Family,Master,8.0,Sewers,3844.0,2.0,5.0,50,4.0,22.386999999999997,22.386999999999997,8.357,9.76,20.28,17.2
Ontario,Markham,10 RIDGECREST RD,L6C2V2,-79.3010222,43.8922393,998000.0,3,1,2-Storey,Berczy,Central Air,3.0,E,Y,108.0,73.27,Pvt Double,Y,Gas,Attached,Forced Air,1.0,4.0,None,Living,Dining,Kitchen,Breakfast,Family,Master,7.0,None,5560.45,2.0,6.0,8,3.0,21.1323,21.1323,8.570900000000002,9.0914,21.158399999999997,14.708799999999998
Ontario,Scugog,1130 CRAGG RD,L0C1B0,-79.0198567,44.151170799999996,599000.0,3,1,Bungalow-Raised,Rural Scugog,Central Air,2.0,S,Y,134.97,120.0,Private,Y,Gas,Detached,Forced Air,1.0,5.0,None,Kitchen,Living,Dining,Master,2nd Br,3rd Br,3.0,Septic,3503.63,2.0,7.0,55,3.0,14.702999999999998,27.284399999999998,11.651200000000001,13.9292,12.41,10.2767
Ontario,Innisfil,3192 BEACH AVE,L9S2K4,-79.5431108,44.3629381,499900.0,3,1,Bungalow,Rural Innisfil,Central Air,2.0,W,N,215.0,100.0,Private,Y,Gas,Built-In,Forced Air,1.0,5.0,Abv Grnd,Dining,Great Rm,Breakfast,Kitchen,Master,2nd Br,8.0,Septic,4262.22,2.0,7.0,14,6.0,20.5368,21.2532,11.392000000000001,11.200000000000001,47.498400000000004,15.436
Ontario,Whitby,82 FENCEROW DR,L1R3N2,-78.916249,43.9089965,919000.0,3,1,2-Storey,Rolling Acres,Central Air,4.0,N,Y,130.28,52.43,Pvt Double,Y,Gas,Attached,Forced Air,1.0,2.0,None,Living,Dining,Family,Kitchen,Breakfast,Master,10.0,Sewers,5620.0,2.0,4.0,31,5.0,11.2225,12.1296,20.608,10.858,11.712,21.6936
Ontario,Mississauga,908 GOLDEN FARMER WAY,L5W1A8,-79.7206468,43.6284239,729900.0,3,1,2-Storey,Meadowvale Village,Central Air,3.0,S,N,32.49,6.8,Private,Y,Gas,Attached,Forced Air,1.0,3.0,None,Kitchen,Breakfast,Living,Master,2nd Br,3rd Br,6.0,Sewers,3276.0,1.0,3.0,26,3.0,7.6499999999999995,7.627,16.434,13.5992,12.087900000000001,6.982500000000001
Ontario,Clarington,7 FREELAND AVE,L1C4R9,-78.6892687,43.93349570000001,479900.0,3,1,Bungalow-Raised,Bowmanville,Central Air,2.0,S,N,104.96,39.36,Private,N,Gas,Attached,Forced Air,1.0,2.0,None,Kitchen,Living,Dining,Master,2nd Br,3rd Br,7.0,Sewers,3252.62,1.0,3.0,11,4.0,10.309,16.269,10.494,14.399199999999999,13.167,12.1572
Ontario,Springwater,31 DORAN RD,L9X1L3,-79.7380678,44.4481734,1400000.0,3,1,Bungalow-Raised,Midhurst,Central Air,3.0,S,Y,500.0,120.0,Circular,Y,Gas,Attached,Forced Air,1.0,18.0,None,Kitchen,Dining,Den,Master,2nd Br,3rd Br,10.0,Septic,5781.0,2.0,20.0,59,4.0,27.186,19.7984,43.9569,23.101399999999998,13.0383,11.638800000000002
Ontario,Oshawa,1263 VENUS CRES,L1J6E3,-78.8534547,43.8651389,369900.0,3,1,2-Storey,Lakeview,Central Air,2.0,N,N,100.0,30.0,Private,Y,Gas,None,Forced Air,1.0,2.0,Abv Grnd,Living,Kitchen,Breakfast,Master,2nd Br,3rd Br,6.0,Sewers,2987.91,0.0,2.0,13,3.0,19.404,9.246,12.376,14.8148,9.8472,10.949499999999999
Ontario,Toronto,42 HOPEDALE AVE,M4K3M7,-79.3530955,43.694253100000005,899000.0,3,1,Bungalow,Broadview North,Wall Unit,2.0,W,Y,122.1,25.0,Lane,Y,Gas,Detached,Radiant,1.0,1.0,None,Living,Dining,Kitchen,Family,Br,Br,6.0,Sewers,3872.29,1.0,2.0,26,4.0,16.666800000000002,18.1475,15.0784,20.1077,8.7591,10.045
Ontario,Burlington,4507 COSBURN CRES,L7L1S6,-79.7535518,43.3656971,856000.0,3,1,Sidesplit 4,Shoreacres,Central Air,2.0,N,Y,138.0,70.0,Pvt Double,Y,Gas,Built-In,Forced Air,1.0,4.0,None,Kitchen,Living,Dining,Master,2nd Br,3rd Br,9.0,Sewers,5028.0,1.0,5.0,19,3.0,13.426000000000002,16.997500000000002,7.7203,11.652199999999999,7.888,10.0392
Ontario,Toronto,3 BOTANY HILL RD,M1G3K1,-79.20847859999999,43.771945,699000.0,3,1,Bungalow,Morningside,Central Air,2.0,S,N,125.0,40.0,Private,N,Gas,Carport,Forced Air,1.0,2.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,6.0,Sewers,2324.04,0.0,2.0,36,6.0,15.620000000000001,15.620000000000001,12.9025,9.66,9.4526,7.9132
Ontario,Toronto,89 MILFORD HAVEN DR,M1G3C9,-79.2191825,43.7766253,599999.0,3,1,Backsplit 4,Morningside,Central Air,2.0,S,N,111.25,45.0,Private,N,Gas,None,Forced Air,1.0,3.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,7.0,Sewers,2394.58,0.0,3.0,8,4.0,181.01860000000002,87.3018,98.789,122.09079999999999,128.002,118.4946
Ontario,Brampton,6 GALLVIEW LANE,L6P1S1,-79.6659725,43.7703388,769990.0,3,1,2-Storey,Bram East,Central Air,4.0,N,Y,92.0,30.0,Private,N,Gas,Attached,Forced Air,1.0,3.0,None,Living,Kitchen,Family,Master,2nd Br,3rd Br,10.0,Sewers,4725.0,1.0,4.0,34,4.0,18.7866,8.8695,12.9504,20.002000000000002,15.549,14.453999999999999
Ontario,Oakville,1715 PILGRIMS WAY,L6M2G5,-79.7349866,43.4376224,1688000.0,3,1,2-Storey,Glen Abbey,Central Air,4.0,E,Y,156.75,79.13,Pvt Double,Y,Gas,Attached,Forced Air,1.0,4.0,None,Living,Dining,Kitchen,Family,Office,Master,11.0,Sewers,6900.74,2.0,6.0,61,6.0,20.4594,15.335400000000002,30.1674,25.8096,13.176,30.691200000000002
Ontario,Brampton,56 SADDLETREE TR,L6X4M7,-79.7837583,43.6938484,597900.0,3,1,2-Storey,Bram West,Central Air,3.0,S,N,134.51,24.93,Private,N,Gas,Built-In,Forced Air,1.0,2.0,None,Living,Dining,Kitchen,Breakfast,Master,2nd Br,5.0,Sewers,3537.0,1.0,3.0,63,4.0,25.041,25.041,13.514999999999999,13.514999999999999,24.950399999999995,13.521199999999999
Ontario,Caledon,42 WALTON DR,L7E0A1,-79.8032436,43.93430479999999,1569000.0,3,1,2-Storey,Palgrave,Central Air,5.0,W,Y,292.1,75.31,Private,Y,Gas,Attached,Forced Air,1.0,10.0,None,Living,Dining,Kitchen,Breakfast,Games,Mudroom,10.0,Septic,7500.0,2.0,12.0,39,5.0,17.082,15.6816,17.901,10.912,40.5108,20.6586
Ontario,Toronto,62 NORTHFIELD RD,M1G2H4,-79.20997879999999,43.7664476,750000.0,3,1,Other,Woburn,Central Air,2.0,S,N,132.0,40.0,Private,N,Gas,Attached,Forced Air,1.0,1.0,Inground,Living,Dining,Kitchen,Laundry,Master,2nd Br,6.0,Sewers,2834.35,1.0,2.0,15,3.0,15.249,15.249,10.7744,8.4085,14.0287,11.1873
Ontario,Vaughan,292 WILDBERRY CRES,L4H2H6,-79.54955600000001,43.837633700000005,850000.0,6,1,2-Storey,Vellore Village,Central Air,4.0,S,Y,82.14,25.89,Pvt Double,N,Gas,Attached,Forced Air,1.0,5.0,None,Living,Dining,Kitchen,Breakfast,Master,2nd Br,9.0,Sewers,3673.91,1.0,6.0,44,3.0,20.3406,20.3406,20.480000000000004,10.688,15.2382,11.2646
Ontario,Brampton,25 AGRICOLA RD,L7A0V1,-79.83031329999999,43.6778046,709900.0,3,1,2-Storey,Northwest Brampton,Central Air,3.0,E,Y,0.0,31.59,Private,N,Gas,Attached,Forced Air,1.0,1.0,None,Family,Living,Dining,Kitchen,Breakfast,Master,9.0,Sewers,5040.83,1.0,2.0,15,4.0,20.868000000000002,16.8674,13.5564,12.462,7.4752,19.0512
Ontario,Markham,16 HERRICK PL,L3S3B8,-79.2575808,43.8410234,1346000.0,3,1,2-Storey,Middlefield,Central Air,4.0,S,Y,110.0,45.11,Private,Y,Gas,Attached,Forced Air,1.0,6.0,None,Living,Family,Dining,Kitchen,Master,2nd Br,10.0,Sewers,5358.29,2.0,8.0,39,6.0,22.4785,21.44,13.023499999999999,19.899,21.44,14.772499999999999
Ontario,Toronto,18 DONNALYN DR,M2R2R8,-79.4383045,43.7907,998000.0,3,1,2-Storey,Newtonbrook West,Central Air,3.0,S,Y,90.0,34.83,Available,N,Gas,Other,Forced Air,1.0,3.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,7.0,Sewers,4135.0,0.0,3.0,43,5.0,22.44,7.6726,13.5584,13.3056,9.392999999999999,9.4695
Ontario,New Tecumseth,132 HUTCHINSON DR,L9R1M4,-79.866564,44.1627,788000.0,3,1,2-Storey,Alliston,Central Air,4.0,W,Y,105.0,49.0,Private,Y,Gas,Built-In,Forced Air,1.0,4.0,None,Great Rm,Dining,Kitchen,Breakfast,Den,Master,8.0,Sewers,4842.87,2.0,6.0,49,4.0,22.692,16.180500000000002,16.578400000000002,12.932,10.2175,24.242
Ontario,Oshawa,996 OLIVE AVE,L1H2S9,-78.823598,43.896978499999996,579000.0,12,1,Bungalow-Raised,Donevan,Central Air,2.0,N,N,120.0,50.0,Private,N,Gas,None,Forced Air,1.0,4.0,None,Living,Kitchen,Master,2nd Br,3rd Br,Rec,5.0,Sewers,3585.49,0.0,4.0,50,5.0,18.484199999999998,12.6876,11.092,9.9973,8.4672,17.4636
Ontario,Barrie,33 LOON AVE,L4N8W6,-79.6582494,44.35355,512000.0,3,1,2-Storey,Painswick South,Central Air,4.0,E,N,104.33,52.85,Pvt Double,N,Gas,Attached,Forced Air,1.0,2.0,None,Foyer,Living,Dining,Kitchen,Breakfast,Master,7.0,Sewers,3827.88,2.0,4.0,69,5.0,8.017999999999999,24.7358,24.7358,10.633000000000001,8.495800000000001,19.6212
Ontario,Brampton,6 BRUSHWOOD DR,L6Y6G6,-79.79750186204909,43.629666619982004,749000.0,6,1,3-Storey,Bram West,Central Air,3.0,N,N,68.9,20.01,Lane,N,Gas,Built-In,Forced Air,1.0,0.0,None,Den,Laundry,Kitchen,Dining,Master,2nd Br,8.0,Sewers,0.0,2.0,2.0,41,4.0,11.241299999999999,6.4155999999999995,35.6643,35.6643,16.17,9.238
Ontario,Whitchurch-Stouffville,170 CHURCH ST,L4A4T5,-79.2480003,43.976070299999996,1298000.0,3,1,2-Storey,Stouffville,Central Air,5.0,W,Y,150.0,50.0,Private,Y,Gas,Attached,Forced Air,1.0,2.0,None,Kitchen,Family,Office,Living,Dining,Master,9.0,Sewers,6783.82,2.0,4.0,62,7.0,17.1,28.386400000000002,15.309500000000002,15.309500000000002,16.415000000000003,23.3448
Ontario,Toronto,58 TELCO CRES,M9N3L4,-79.52757059999999,43.712600099999996,695000.0,3,1,Backsplit 4,Humberlea-Pelmo Park W4,Central Air,2.0,N,N,114.0,33.49,Private,N,Gas,None,Forced Air,1.0,4.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,7.0,Sewers,2896.36,0.0,4.0,27,4.0,14.391599999999999,8.351199999999999,13.336500000000001,14.2449,8.516399999999999,15.1008
Ontario,Toronto,200 THIRTIETH ST,M8W3C7,-79.53405240000001,43.6042679,799800.0,3,1,2-Storey,Alderwood,Central Air,2.0,W,N,111.5,35.01,Private,N,Gas,Attached,Forced Air,1.0,2.0,None,Living,Dining,Kitchen,Master,Br,Br,6.0,Sewers,2805.76,1.0,3.0,7,3.0,16.3254,11.8833,12.7413,14.200199999999999,12.1824,9.7416
Ontario,Mississauga,3394 TRILOGY TR,L5M0K3,-79.7335246,43.5457798,1350000.0,3,1,2-Storey,Churchill Meadows,Central Air,4.0,S,Y,141.46,40.03,Private,Y,Gas,Attached,Forced Air,1.0,2.0,None,Kitchen,Breakfast,Living,Dining,Den,Master,9.0,Sewers,6320.18,2.0,4.0,33,5.0,21.401999999999997,21.401999999999997,17.7905,15.661999999999997,9.81,24.904000000000003
Ontario,Brampton,85 CRYSTALHILL DR,L6P3R1,-79.721609,43.769217,969900.0,3,1,2-Storey,Vales of Castlemore,Central Air,4.0,S,Y,102.0,48.0,Private,Y,Gas,Attached,Forced Air,1.0,2.0,None,Living,Dining,Family,Kitchen,Breakfast,Master,10.0,Sewers,5200.0,2.0,4.0,62,4.0,22.713,22.713,22.2336,12.0265,11.096,25.637700000000002
Ontario,Havelock-Belmont-Methuen,27 CONCESSION ST,K0L1Z0,-77.890395,44.427064,249900.0,3,1,1 1/2 Storey,Havelock,None,2.0,W,Y,132.0,66.0,Private,N,Gas,Detached,Forced Air,1.0,4.0,None,Family,Living,Dining,Kitchen,Sunroom,Br,8.0,Sewers,2028.0,1.0,5.0,58,4.0,18.5948,13.272799999999998,15.575999999999999,18.219199999999997,15.099000000000002,10.7559
Ontario,Brampton,17 ANCESTOR DR,L6X4Y2,-79.808532,43.679961,699000.0,3,1,1 1/2 Storey,Fletcher's Meadow,Central Air,8.0,S,N,104.98,22.47,Available,N,Gas,Attached,Forced Air,1.0,2.0,None,Living,Kitchen,Breakfast,Master,2nd Br,3rd Br,6.0,Sewers,3686.76,1.0,2.0,26,4.0,20.02,7.4358,7.4358,14.0525,13.41,11.4608
Ontario,Scugog,4030 DEVITTS RD,L0B1B0,-78.75860990000001,44.0936156,599900.0,3,1,Bungalow,Rural Scugog,None,2.0,S,N,300.0,199.8,Private,N,Oil,Attached,Forced Air,1.0,4.0,None,Kitchen,Dining,Living,Master,2nd Br,3rd Br,5.0,Septic,2052.0,2.0,6.0,44,4.0,11.9568,11.3928,30.104799999999997,18.816,10.324,13.92
Ontario,Oakville,3093 WILLIAM ROSE WAY,L6H0T1,-79.7212061,43.497777899999996,1398888.0,3,1,2-Storey,Rural Oakville,Central Air,4.0,N,Y,90.22,41.01,Available,Y,Gas,Attached,Forced Air,1.0,2.0,None,Office,Living,Family,Kitchen,Master,2nd Br,9.0,Sewers,1.0,2.0,4.0,45,4.0,99.0,226.79999999999998,236.3,249.24000000000004,254.8,118.80000000000001
Ontario,Vaughan,85 MCMICHAEL AVE,L4H4T2,-79.6197219,43.8644807,1099900.0,3,1,2-Storey,Kleinburg,Central Air,3.0,N,Y,157.0,30.0,Private,Y,Gas,Built-In,Forced Air,1.0,2.0,None,Living,Dining,Family,Kitchen,Master,2nd Br,8.0,Sewers,0.0,2.0,4.0,45,4.0,13.3172,14.9445,29.2708,12.433499999999999,19.36,11.328299999999999
Ontario,Mississauga,1411 LEFKAS CRT,L5J4L8,-79.6170194,43.526008600000004,878000.0,3,1,2-Storey,Lorne Park,Central Air,3.0,S,Y,65.0,10.0,Mutual,Y,Gas,Detached,Forced Air,1.0,3.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,8.0,Sewers,4083.0,1.0,4.0,50,3.0,21.343999999999998,16.598399999999998,18.7872,19.3431,15.834000000000001,9.362
Ontario,Hamilton,140 GREENINGDON DR,L9A3A9,-79.88154859999999,43.219576700000005,544900.0,3,1,Bungalow-Raised,Hill Park,Central Air,2.0,S,N,103.95,49.02,Private,Y,Gas,Attached,Forced Air,1.0,4.0,None,Master,2nd Br,3rd Br,Dining,Kitchen,Living,6.0,Sewers,3779.56,1.0,5.0,32,5.0,11.5632,9.371699999999999,7.4292,8.2368,12.4676,24.8859
Ontario,Mississauga,2381 DENISE RD,L4X1J2,-79.5736453,43.6032962,1349000.0,3,1,2-Storey,Lakeview,Central Air,4.0,E,Y,151.57,38.45,Pvt Double,Y,Gas,Attached,Forced Air,1.0,6.0,None,Living,Dining,Kitchen,Family,Den,Master,9.0,Sewers,6657.81,2.0,8.0,61,5.0,20.0697,12.381599999999999,32.66,19.32,6.0325999999999995,17.344
Ontario,Aurora,71 CONNAUGHT AVE,L4G1C8,-79.4616296,43.995379799999995,999900.0,3,1,1 1/2 Storey,Aurora Village,Central Air,2.0,S,Y,128.66,60.66,Private,Y,Gas,Other,Forced Air,1.0,2.0,None,Living,Dining,Kitchen,Family,Master,2nd Br,7.0,Sewers,4818.88,0.0,2.0,33,3.0,17.6638,10.2364,68.1372,16.864,13.8918,10.0737
Ontario,Markham,204 WILLOWBROOK RD,L3T5L6,-79.3892079,43.8245954,1579000.0,3,1,2-Storey,Aileen-Willowbrook,Central Air,4.0,E,Y,121.0,58.82,Available,Y,Gas,Attached,Forced Air,1.0,2.0,None,Living,Dining,Family,Kitchen,Master,2nd Br,8.0,Sewers,5399.0,2.0,4.0,60,5.0,19.8012,14.534799999999999,16.5002,16.5002,21.6486,11.2784
Ontario,Mississauga,2926 GULFSTREAM WAY,L5N6J9,-79.7788485,43.5964634,769900.0,3,1,2-Storey,Meadowvale,Central Air,3.0,N,N,120.0,32.0,Private,Y,Gas,Other,Forced Air,1.0,3.0,None,Living,Dining,Kitchen,Breakfast,Master,2nd Br,6.0,Sewers,4100.0,1.0,4.0,37,3.0,13.395600000000002,10.2175,8.052,8.1618,19.476799999999997,11.0544
Ontario,Markham,210 WHITE'S HILL AVE,L6B1K6,-79.22999200000001,43.895990399999995,839000.0,3,1,2-Storey,Cornell,Central Air,3.0,N,Y,104.99,23.79,Lane,N,Gas,Detached,Forced Air,1.0,2.0,None,Living,Dining,Family,Kitchen,Breakfast,Master,9.0,Sewers,3717.38,1.0,3.0,37,4.0,18.656000000000002,18.656000000000002,19.5597,11.5184,7.3953000000000015,25.596
Ontario,Aurora,67 WILLIS DR,L4G7L9,-79.4873058,43.9803452,1767000.0,3,1,Bungaloft,Aurora Highlands,Central Air,5.0,N,Y,136.61,59.06,Private,Y,Gas,Built-In,Forced Air,1.0,4.0,Inground,Kitchen,Family,Dining,Living,Master,2nd Br,11.0,Sewers,8049.62,3.0,7.0,52,5.0,13.4,19.6,29.815,29.815,22.212999999999997,13.42
Ontario,Brampton,2 LONE OAK AVE,L6S5V5,-79.744425,43.712919899999996,959000.0,3,1,2-Storey,Westgate,Central Air,5.0,E,Y,101.84,76.15,Private,Y,Gas,Attached,Forced Air,1.0,3.0,Inground,Living,Dining,Family,Kitchen,Breakfast,Master,9.0,Septic,6348.17,2.0,5.0,40,6.0,40.575,14.432599999999999,25.506800000000002,14.0589,13.8348,18.393900000000002
Ontario,Georgina,152A CHURCH ST,L4P1J5,-79.46629920000001,44.245018,798000.0,3,1,2-Storey,Keswick South,Central Air,4.0,N,Y,130.02,46.49,Pvt Double,Y,Gas,Built-In,Forced Air,1.0,4.0,None,Living,Dining,Kitchen,Family,Breakfast,Master,10.0,Sewers,5267.86,2.0,6.0,53,4.0,16.08,13.266,11.122,19.194000000000003,8.04,21.535
Ontario,New Tecumseth,77 STEELE ST,L9R0E6,-79.85687309999999,44.161334100000005,619000.0,3,1,2-Storey,Alliston,Central Air,4.0,E,Y,85.96,34.12,Private,N,Gas,Attached,Forced Air,1.0,2.0,None,Kitchen,Breakfast,Great Rm,Dining,Den,Master,9.0,Sewers,3443.75,1.0,3.0,37,5.0,8.808399999999999,8.808399999999999,21.569599999999998,12.8466,10.2175,17.549699999999998
Ontario,Halton Hills,57 STOREY DR,L7J2N4,-80.04325379999999,43.6217489,480000.0,3,1,Bungalow-Raised,Acton,None,2.0,W,N,102.0,46.0,Pvt Double,Y,Gas,Attached,Forced Air,1.0,3.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,10.0,Sewers,3125.0,2.0,5.0,42,4.0,21.276,13.9482,13.2076,15.372500000000002,14.007499999999999,9.442300000000001
Ontario,Whitby,10 OTTO CRT,L1N9T4,-78.8994059,43.8850885,1049000.0,3,1,Bungaloft,Blue Grass Meadows,Central Air,4.0,N,Y,128.25,55.77,Private,Y,Gas,Attached,Forced Air,2.0,4.0,Inground,Living,Dining,Great Rm,Kitchen,Breakfast,Master,8.0,Sewers,8100.94,2.0,6.0,56,4.0,12.267000000000001,13.9944,24.371199999999998,16.016000000000002,13.35,19.3644
Ontario,Clarington,86 CONCESSION ST W,L1C3C9,-78.6897575,43.9169323,1159900.0,3,1,2-Storey,Bowmanville,Central Air,3.0,N,Y,198.5,72.1,Pvt Double,Y,Gas,Built-In,Forced Air,1.0,2.0,Inground,Kitchen,Living,Dining,Family,Sunroom,Office,11.0,Sewers,7638.85,1.0,3.0,61,4.0,42.813,26.88,18.1541,15.074700000000002,7.573300000000001,14.3241
Ontario,Pickering,1852 PARKHURST CRES,L1X0B1,-79.0819309,43.8780414,834000.0,3,1,2-Storey,Duffin Heights,Central Air,3.0,S,Y,90.22,36.09,Private,N,Gas,Built-In,Forced Air,1.0,2.0,None,Office,Living,Dining,Kitchen,Breakfast,Family,10.0,Sewers,5799.61,2.0,4.0,51,4.0,5.8667,19.008,14.007,13.7616,62.4624,20.093400000000003
